,DebugRVA,DebugSize,Dll,ExportRVA,ExportSize,IATRVA,ImageVersion,LinkerVersion,NumberOfSections,OSVersion,ResSize,StackReserveSize,filename,clean
sample1223,4496,28,320,30688,106,4096,6,9,4,6,5192,262144,samples/cleanfiles/docprop.dll,1
sample1224,1041584,56,320,5292,621,4096,8,9,4,5,33292,1048576,samples/cleanfiles/dfshim.dll,1
sample1225,4544,28,49472,0,0,106496,6,11,5,6,2216,262144,samples/cleanfiles/ieetwcollector.exe,1
sample1226,0,0,1344,0,0,0,10,11,1,6,57936,1048576,samples/cleanfiles/mfc110deu.dll,1
sample1227,4704,28,320,113376,153,4096,6,9,4,6,31944,262144,samples/cleanfiles/Wwanadvui.dll,1
sample1228,5056,28,320,101728,225,4096,6,9,4,6,1003656,262144,samples/cleanfiles/NetProjW.dll,1
sample1229,84468,56,33088,0,0,4096,6,9,4,6,6392,262144,samples/cleanfiles/wininit.exe,1
sample123,7424,28,1344,7344,79,0,6,9,3,6,1048,262144,samples/cleanfiles/KBDLA.DLL,1
sample1230,4432,28,320,33024,85,4096,6,9,4,6,1032,262144,samples/cleanfiles/FXSMON.dll,1
sample1231,5072,28,320,168224,240,4096,6,9,4,6,3928,262144,samples/cleanfiles/wmpsrcwp.dll,1
sample1232,38344,56,320,37788,108,45056,6,11,5,6,1328,262144,samples/cleanfiles/msfeedsbs.dll,1
sample1233,4544,28,33088,0,0,4096,6,9,4,6,1792,262144,samples/cleanfiles/gpscript.exe,1
sample1234,5072,28,320,294224,76,4096,6,9,4,6,1280,262144,samples/cleanfiles/aepdu.dll,1
sample1235,360088,56,320,4856,852,4096,6,9,4,6,1264,262144,samples/cleanfiles/sxs.dll,1
sample1236,41576,56,16704,4268,288,53248,6,11,7,6,1008,262144,samples/cleanfiles/jsproxy.dll,1
sample1237,4528,28,320,32336,179,4096,6,9,4,6,2968,262144,samples/cleanfiles/MsiCofire.dll,1
sample1238,4160,28,320,162912,15177,213644,10,11,6,6,1016,1048576,samples/cleanfiles/vccorlib110.dll,1
sample1239,8144,28,33088,0,0,4096,6,9,4,6,271616,262144,samples/cleanfiles/WFS.exe,1
sample124,4128,28,320,67552,194,73728,6,11,5,6,40864,262144,samples/cleanfiles/iepeers.dll,1
sample1240,6704,28,1344,6624,79,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDUS.DLL,1
sample1241,4432,28,320,19248,90,4096,6,9,4,6,1096,262144,samples/cleanfiles/WcnEapAuthProxy.dll,1
sample1242,535952,56,320,24004,800,4096,6,9,4,6,3088,262144,samples/cleanfiles/netlogon.dll,1
sample1243,4640,28,320,43504,376,4096,6,9,4,6,2056,262144,samples/cleanfiles/pdhui.dll,1
sample1244,5136,28,320,116352,159,4096,6,9,4,6,306024,262144,samples/cleanfiles/shwebsvc.dll,1
sample1245,5088,28,320,230176,245,4096,6,9,4,6,1040,262144,samples/cleanfiles/vpnike.dll,1
sample1246,28360,56,320,5052,1282,4096,6,9,4,6,1304,262144,samples/cleanfiles/httpapi.dll,1
sample1247,4096,28,1344,4304,1274,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-synch-l1-1-0.dll,1
sample1248,0,0,1344,0,0,0,6,9,1,6,2135376,262144,samples/cleanfiles/NlsLexicons0021.dll,1
sample1249,5120,28,320,158144,166,4096,6,9,4,6,5584,262144,samples/cleanfiles/netcorehc.dll,1
sample125,125392,56,320,4616,192,4096,6,9,5,6,1344,262144,samples/cleanfiles/cscobj.dll,1
sample1250,0,0,1344,0,0,0,6,9,1,6,4163232,262144,samples/cleanfiles/NlsLexicons0002.dll,1
sample1251,4336,28,320,21792,189,4096,6,9,5,6,1064,262144,samples/cleanfiles/vss_ps.dll,1
sample1252,4656,28,33088,0,0,4096,6,9,4,6,2120,262144,samples/cleanfiles/wlanext.exe,1
sample1253,4512,28,33088,0,0,4096,6,9,4,6,25776,262144,samples/cleanfiles/wlrmdr.exe,1
sample1255,4432,28,33088,18688,189,4096,6,9,4,6,2528,262144,samples/cleanfiles/vdsldr.exe,1
sample1256,4512,28,33088,0,0,4096,6,9,4,6,2040,262144,samples/cleanfiles/qwinsta.exe,1
sample1257,4624,28,320,43680,1624,4096,6,9,4,6,2000,262144,samples/cleanfiles/vdsvd.dll,1
sample1258,4528,28,320,52592,160,4096,6,9,4,6,960,262144,samples/cleanfiles/msscntrs.dll,1
sample1259,4096,28,1344,4224,145,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-profile-l1-1-0.dll,1
sample126,4528,28,320,1957792,79,4096,6,9,4,6,1088,262144,samples/cleanfiles/NlsData0002.dll,1
sample1260,4832,28,33088,0,0,4096,6,9,4,6,32600,262144,samples/cleanfiles/sigverif.exe,1
sample1261,5088,28,320,44528,157,4096,6,9,4,6,333592,262144,samples/cleanfiles/pnpui.dll,1
sample1263,5040,28,320,82224,163,4096,6,9,4,6,17680,262144,samples/cleanfiles/oleprn.dll,1
sample1264,152044,56,320,6044,101,4096,6,9,4,6,22448,262144,samples/cleanfiles/scksp.dll,1
sample1265,4096,28,1344,4272,290,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-string-l1-1-0.dll,1
sample1266,8240,28,1344,8144,82,0,6,9,3,6,1072,262144,samples/cleanfiles/KBDSMSFI.DLL,1
sample1267,7416,56,320,4924,107,4096,6,9,4,6,1048,262144,samples/cleanfiles/shfolder.dll,1
sample1268,8432,28,320,27728,164,8192,6,9,5,6,1016,262144,samples/cleanfiles/fdProxy.dll,1
sample1269,4608,28,33088,0,0,4096,6,9,4,6,4984,262144,samples/cleanfiles/PushPrinterConnections.exe,1
sample127,6704,28,1344,6624,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDTH1.DLL,1
sample1270,5872,28,33088,0,0,4096,6,9,4,6,628336,262144,samples/cleanfiles/sdclt.exe,1
sample1271,7584,28,1344,7504,80,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDTUF.DLL,1
sample1272,4512,28,33088,0,0,4096,6,9,4,6,2072,262144,samples/cleanfiles/clip.exe,1
sample1273,5424,28,320,116032,212,4096,6,9,4,6,3595288,262144,samples/cleanfiles/accessibilitycpl.dll,1
sample1274,4624,28,320,71696,201,4096,6,9,4,6,5464,262144,samples/cleanfiles/wevtfwd.dll,1
sample1275,17508,56,320,5552,345,4096,6,9,4,6,1368,262144,samples/cleanfiles/drprov.dll,1
sample1276,162988,56,320,6648,187,4096,6,9,4,6,1577728,262144,samples/cleanfiles/pnidui.dll,1
sample1277,656552,56,320,644092,8606,4096,6,9,4,6,992,262144,samples/cleanfiles/opengl32.dll,1
sample1278,409600,56,320,102456,183,4096,6,9,4,6,62768,262144,samples/cleanfiles/BFE.DLL,1
sample1279,5360,28,33088,0,0,4096,6,9,4,6,40736,262144,samples/cleanfiles/Dxpserver.exe,1
sample128,0,0,1344,0,0,0,6,9,1,6,7041896,262144,samples/cleanfiles/NlsLexicons081a.dll,1
sample1280,5024,28,320,212912,335,4096,6,9,4,6,984,262144,samples/cleanfiles/winrscmd.dll,1
sample1281,4672,28,320,115936,165,4096,1,9,4,6,1032,262144,samples/cleanfiles/iasrecst.dll,1
sample1282,908004,56,16704,12084,5290,958464,6,11,7,6,327160,262144,samples/cleanfiles/urlmon.dll,1
sample1283,7120,28,1344,7040,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDIC.DLL,1
sample1284,20952,56,320,5028,539,4096,6,9,4,6,1056,262144,samples/cleanfiles/version.dll,1
sample1285,0,0,1344,0,0,0,6,9,1,6,24568,262144,samples/cleanfiles/msimsg.dll,1
sample1286,4496,28,33088,16752,1580,4096,6,9,4,6,90992,262144,samples/cleanfiles/baaupdate.exe,1
sample1287,522596,56,320,5252,277,4096,6,9,4,6,33720,262144,samples/cleanfiles/perftrack.dll,1
sample1288,4096,28,1344,20512,535,6492372,6,10,5,6,2112,262144,samples/cleanfiles/vfcuzz.dll,1
sample1289,146372,56,33088,0,0,4096,6,9,4,6,33872,1048576,samples/cleanfiles/cmd.exe,1
sample129,5120,28,320,113824,120,4096,6,9,4,6,1048,262144,samples/cleanfiles/tssrvlic.dll,1
sample1290,7264,28,1344,7168,81,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDNEPR.DLL,1
sample1291,492168,56,320,6240,3901,4096,6,9,4,6,28600,262144,samples/cleanfiles/samsrv.dll,1
sample1292,4912,28,320,124560,164,4096,6,9,4,6,365624,262144,samples/cleanfiles/wlandlg.dll,1
sample1293,987484,56,320,106188,612,4096,6,9,5,6,135728,262144,samples/cleanfiles/comsvcs.dll,1
sample1294,119988,56,320,40068,169,4096,6,9,4,6,1320,262144,samples/cleanfiles/dnsrslvr.dll,1
sample1295,4832,28,320,72800,195,4096,6,9,4,6,17888,262144,samples/cleanfiles/msscript.ocx,1
sample1296,5040,28,33088,0,0,4096,6,9,4,6,234608,262144,samples/cleanfiles/slui.exe,1
sample1297,4272,28,320,91056,107,4096,6,9,4,6,1064,262144,samples/cleanfiles/mfAACEnc.dll,1
sample1298,4656,28,320,136016,162,4096,6,9,6,6,5344,262144,samples/cleanfiles/msrdc.dll,1
sample1299,4272,28,320,12960,501,4096,6,9,4,6,1312,262144,samples/cleanfiles/wshrm.dll,1
sample13,28836,56,320,26616,164,4096,6,9,4,6,74976,262144,samples/cleanfiles/mssitlb.dll,1
sample130,4768,28,320,412880,115,4096,0,8,4,4,904,1048576,samples/cleanfiles/msxbde40.dll,1
sample1300,10844,56,320,7416,1971,4096,6,9,4,6,1728,262144,samples/cleanfiles/d3d8thk.dll,1
sample1301,4512,28,320,42480,218,4096,6,9,4,6,1024,262144,samples/cleanfiles/basesrv.dll,1
sample1302,4656,28,320,544832,141,4096,6,9,4,6,1128,262144,samples/cleanfiles/WUDFx.dll,1
sample1303,4768,28,33088,0,0,4096,6,9,4,6,2032,262144,samples/cleanfiles/cipher.exe,1
sample1304,20828,56,320,8908,180,4096,6,9,4,6,56192,262144,samples/cleanfiles/PlaySndSrv.dll,1
sample1305,4640,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/setx.exe,1
sample1306,4528,28,320,32480,86,4096,6,9,4,6,7704,262144,samples/cleanfiles/bthci.dll,1
sample1307,4592,28,448,42272,232,4096,6,9,4,6,7936,262144,samples/cleanfiles/appidapi.dll,1
sample1308,4592,28,320,180880,362,4096,6,9,4,6,4432,262144,samples/cleanfiles/ksproxy.ax,1
sample1309,4496,28,320,64608,165,4096,6,9,4,6,2944,262144,samples/cleanfiles/amstream.dll,1
sample131,5120,28,320,136464,164,4096,6,9,4,6,251152,262144,samples/cleanfiles/prnfldr.dll,1
sample1310,96452,56,320,89864,150,4096,6,9,4,6,1312,262144,samples/cleanfiles/browser.dll,1
sample1311,4928,28,33088,0,0,4096,6,9,4,6,97792,262144,samples/cleanfiles/perfmon.exe,1
sample1312,4816,28,320,67152,77,4096,6,9,4,6,135072,262144,samples/cleanfiles/mdminst.dll,1
sample1313,6880,28,1344,6784,82,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDINTEL.DLL,1
sample1314,4672,28,320,45040,269,4096,6,9,4,6,1904,262144,samples/cleanfiles/cfgbkend.dll,1
sample1315,5392,28,320,82704,168,4096,6,9,4,6,130152,262144,samples/cleanfiles/OnLineIDCpl.dll,1
sample1316,156636,56,320,7904,590,4096,6,9,4,6,78272,262144,samples/cleanfiles/audiodev.dll,1
sample1317,5664,28,33088,0,0,4096,6,9,4,6,20152,262144,samples/cleanfiles/VSSVC.exe,1
sample1318,4720,28,320,91440,115,4096,6,9,4,6,1056,262144,samples/cleanfiles/fdBth.dll,1
sample1319,4528,28,320,4475008,79,4096,6,9,4,6,3080,262144,samples/cleanfiles/NlsData0019.dll,1
sample132,4512,28,320,20912,70,4096,6,9,4,6,2656,262144,samples/cleanfiles/dpmodemx.dll,1
sample1320,4432,28,320,0,0,4096,6,9,4,6,5552,262144,samples/cleanfiles/setupcl.exe,1
sample1321,4384,28,320,42944,167,4096,6,9,4,6,1056,262144,samples/cleanfiles/WSDPrintProxy.DLL,1
sample1322,4096,28,1344,4256,291,0,6,9,3,6,1008,262144,samples/cleanfiles/api-ms-win-core-io-l1-1-0.dll,1
sample1323,28808,56,320,5780,228,4096,6,9,4,6,1600,262144,samples/cleanfiles/msimtf.dll,1
sample1324,41352,56,33088,6400,645,4096,6,9,4,6,2016,1048576,samples/cleanfiles/netsh.exe,1
sample1325,5056,28,320,102672,197,4096,6,9,4,6,2128,262144,samples/cleanfiles/dmrc.dll,1
sample1326,4608,28,33088,0,0,4096,6,9,4,6,5760,262144,samples/cleanfiles/proquota.exe,1
sample1327,4768,28,320,30896,1608,4096,6,9,4,6,150920,262144,samples/cleanfiles/fveRecover.dll,1
sample1328,37808,56,320,4968,2029,4096,6,9,4,6,1088,262144,samples/cleanfiles/wtsapi32.dll,1
sample1329,19936,56,320,16776,117,4096,6,9,4,6,1312,262144,samples/cleanfiles/seclogon.dll,1
sample133,4688,28,320,65680,163,4096,6,9,4,6,2808,262144,samples/cleanfiles/ndishc.dll,1
sample1330,4336,28,320,12672,87,4096,6,9,4,6,2104,262144,samples/cleanfiles/localui.dll,1
sample1331,80932,56,33088,0,0,4096,6,9,4,6,6080,262144,samples/cleanfiles/dwm.exe,1
sample1332,4720,28,320,76416,220,4096,6,9,4,6,1144,262144,samples/cleanfiles/SensorsClassExtension.dll,1
sample1333,5008,28,33088,0,0,4096,6,9,4,6,1824,262144,samples/cleanfiles/vmicsvc.exe,1
sample1334,24040,56,33088,0,0,4096,6,9,4,6,1920,262144,samples/cleanfiles/userinit.exe,1
sample1335,4256,28,33088,0,0,4096,6,9,4,6,1960,262144,samples/cleanfiles/TsUsbRedirectionGroupPolicyControl.exe,1
sample1336,47780,56,320,19592,76,4096,6,9,4,6,1344,262144,samples/cleanfiles/scext.dll,1
sample1337,4544,28,320,23360,190,4096,6,9,5,6,3248,262144,samples/cleanfiles/tapilua.dll,1
sample1338,208480,56,320,6324,182,4096,6,9,4,6,60568,262144,samples/cleanfiles/webio.dll,1
sample1339,9152,28,320,74160,254,8192,6,9,5,6,95480,262144,samples/cleanfiles/FXSUTILITY.dll,1
sample134,4320,28,33088,0,0,4096,6,9,4,6,90936,262144,samples/cleanfiles/BitLockerWizard.exe,1
sample1340,6480,28,1344,6384,81,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDARMW.DLL,1
sample1341,5936,28,33088,0,0,4096,6,9,4,6,75632,262144,samples/cleanfiles/msconfig.exe,1
sample1342,4992,28,320,595504,437,4096,6,9,4,6,49992,262144,samples/cleanfiles/SmiEngine.dll,1
sample1343,7424,28,1344,7344,79,0,6,9,3,6,1040,262144,samples/cleanfiles/KBDCA.DLL,1
sample1344,37108,56,320,17036,84,4096,6,9,4,6,5272,262144,samples/cleanfiles/RpcEpMap.dll,1
sample1345,10336,28,16704,312208,119380,458752,10,12,5,6,1056,1048576,samples/cleanfiles/msvcp120_clr0400.dll,1
sample1346,6976,28,1344,6896,80,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDHAU.DLL,1
sample1347,4544,28,320,41488,557,4096,6,9,4,6,17096,262144,samples/cleanfiles/tcpmonui.dll,1
sample1348,0,0,1344,0,0,0,6,9,1,6,1352,262144,samples/cleanfiles/mferror.dll,1
sample1349,6704,28,33088,0,0,4096,6,9,4,6,3312,262144,samples/cleanfiles/certutil.exe,1
sample135,27092,56,320,5976,164,4096,6,9,4,6,984,262144,samples/cleanfiles/ddrawex.dll,1
sample1350,6784,28,1344,6688,82,0,6,9,3,6,1032,262144,samples/cleanfiles/KBDUGHR1.DLL,1
sample1351,5184,28,320,663152,163,4096,6,9,4,6,68936,262144,samples/cleanfiles/cdosys.dll,1
sample1352,172700,56,320,165628,165,4096,6,9,4,6,31056,262144,samples/cleanfiles/dot3svc.dll,1
sample1353,95496,56,320,7140,379,4096,6,9,4,6,228240,262144,samples/cleanfiles/shsvcs.dll,1
sample1354,4848,28,320,95984,519,4096,6,9,4,6,20496,262144,samples/cleanfiles/sti_ci.dll,1
sample1355,5328,28,320,136752,645,4096,6,9,4,6,170936,262144,samples/cleanfiles/newdev.dll,1
sample1356,4320,28,33088,0,0,4096,6,9,4,6,2296,262144,samples/cleanfiles/sbunattend.exe,1
sample1358,5040,28,33088,0,0,4096,6,9,4,6,93632,262144,samples/cleanfiles/charmap.exe,1
sample1359,5632,28,320,2290704,123,4096,6,9,4,6,1040,262144,samples/cleanfiles/dbgeng.dll,1
sample136,4384,28,320,24272,523,4096,6,9,5,6,1032,262144,samples/cleanfiles/wshbth.dll,1
sample1360,864340,56,320,854536,218,4096,21315,9,4,6,960,262144,samples/cleanfiles/drmv2clt.dll,1
sample1361,34608,56,1344,4256,4622,4096,6,9,4,6,1016,262144,samples/cleanfiles/msasn1.dll,1
sample1362,0,0,1344,0,0,0,6,9,1,6,5031080,262144,samples/cleanfiles/NlsLexicons0816.dll,1
sample1363,4624,28,320,47120,78,4096,6,9,4,6,1136,262144,samples/cleanfiles/MsPbdaCoInst.dll,1
sample1364,6624,28,1344,6544,79,0,6,9,3,6,1048,262144,samples/cleanfiles/KBDBU.DLL,1
sample1365,4576,28,16704,113440,1072,122880,6,11,6,6,45016,262144,samples/cleanfiles/msrating.dll,1
sample1366,60416,56,320,56256,286,4096,6,9,4,6,984,262144,samples/cleanfiles/colbact.dll,1
sample1367,4848,28,320,198112,278,4096,6,9,4,6,1016,262144,samples/cleanfiles/WsmWmiPl.dll,1
sample1368,246368,28,33216,1029040,18423,245760,500,10,5,4,984,1048576,samples/cleanfiles/VBoxControl.exe,1
sample1369,4800,28,33088,0,0,4096,6,9,4,6,2088,262144,samples/cleanfiles/openfiles.exe,1
sample137,10840,56,320,6196,145,4096,6,9,4,6,1016,262144,samples/cleanfiles/SensApi.dll,1
sample1370,4768,28,33088,0,0,4096,6,9,4,6,3032,262144,samples/cleanfiles/cmdl32.exe,1
sample1371,5040,28,320,82832,162,4096,6,9,4,6,33104,262144,samples/cleanfiles/wshom.ocx,1
sample1372,4448,28,320,31616,2014,4096,6,9,4,6,1176,262144,samples/cleanfiles/atmlib.dll,1
sample1373,4464,28,320,39968,348,4096,6,9,4,6,1072,262144,samples/cleanfiles/srclient.dll,1
sample1374,4576,28,320,56000,74,4096,6,9,5,6,1288,262144,samples/cleanfiles/bthserv.dll,1
sample1375,4480,28,320,48608,93,4096,6,9,4,6,1032,262144,samples/cleanfiles/setbcdlocale.dll,1
sample1376,74504,56,1344,14240,126,4096,6,9,4,6,92856,262144,samples/cleanfiles/winsrv.dll,1
sample1377,4592,28,33088,0,0,4096,6,9,4,6,56400,262144,samples/cleanfiles/dpapimig.exe,1
sample1378,1016708,56,320,1005800,640,4096,21315,9,4,6,8688,262144,samples/cleanfiles/sppcext.dll,1
sample1379,4176,28,1024,16384,344,4096,6,9,6,6,1000,262144,samples/cleanfiles/BOOTVID.DLL,1
sample138,192584,56,320,44256,165,4096,6,9,4,6,1072,262144,samples/cleanfiles/mpg2splt.ax,1
sample1380,4400,28,33088,0,0,4096,6,9,4,6,28312,262144,samples/cleanfiles/xwizard.exe,1
sample1381,244960,56,320,237880,160,4096,21315,8,4,6,1080,262144,samples/cleanfiles/MCEWMDRMNDBootstrap.dll,1
sample1382,687732,56,320,25268,2220,4096,6,9,4,6,622864,262144,samples/cleanfiles/dwmcore.dll,1
sample1383,4272,28,320,10960,470,4096,6,9,4,6,1296,262144,samples/cleanfiles/wshqos.dll,1
sample1384,4448,28,320,134192,7234,4096,6,9,5,6,1152,262144,samples/cleanfiles/odbctrac.dll,1
sample1385,4832,28,320,88096,173,4096,6,9,4,6,184280,262144,samples/cleanfiles/compstui.dll,1
sample1386,4128,28,320,658496,128,684520,6,10,5,6,1000,262144,samples/cleanfiles/d3d11_1sdklayers.dll,1
sample1387,0,0,1344,0,0,0,6,9,1,6,20528,262144,samples/cleanfiles/msdtcVSp1res.dll,1
sample1388,4848,28,320,94960,163,4096,6,9,4,6,2072,262144,samples/cleanfiles/msrahc.dll,1
sample1389,4624,28,320,54400,127,4096,6,9,4,6,332336,262144,samples/cleanfiles/sppcc.dll,1
sample139,4096,28,1344,4192,396,0,6,10,3,6,1016,262144,samples/cleanfiles/api-ms-win-downlevel-version-l1-1-0.dll,1
sample1390,4208,28,320,7248,94,4096,6,9,4,6,1112,262144,samples/cleanfiles/TsPnPRdrCoInstaller.dll,1
sample1391,819864,56,320,5076,181,4096,6,9,4,6,339120,262144,samples/cleanfiles/msxml3.dll,1
sample1392,125880,56,33088,0,0,4096,6,9,4,6,142528,262144,samples/cleanfiles/NAPSTAT.EXE,1
sample1393,4192,28,320,946800,81,955220,6,10,6,6,191120,262144,samples/cleanfiles/DWrite.dll,1
sample1394,5008,28,320,102272,216,4096,6,9,4,6,17928,262144,samples/cleanfiles/aclui.dll,1
sample1395,686012,56,320,5324,173,4096,6,9,4,6,52808,262144,samples/cleanfiles/NaturalLanguage6.dll,1
sample1396,0,0,1344,0,0,0,6,9,1,6,268232,262144,samples/cleanfiles/msshavmsg.dll,1
sample1397,4096,28,1344,4304,881,0,6,9,2,6,1000,262144,samples/cleanfiles/api-ms-win-service-winsvc-l1-1-0.dll,1
sample1398,377344,56,320,9456,842,4096,6,9,5,6,373600,262144,samples/cleanfiles/rasdlg.dll,1
sample1399,4384,28,33088,0,0,4096,6,9,4,6,1872,262144,samples/cleanfiles/appidcertstorecheck.exe,1
sample14,15500,56,320,8800,112,4096,6,9,4,6,1032,262144,samples/cleanfiles/sspisrv.dll,1
sample140,5344,28,320,175520,104,4096,6,9,4,6,120856,262144,samples/cleanfiles/hgcpl.dll,1
sample1400,8192,28,1344,8112,79,0,6,9,3,6,1008,262144,samples/cleanfiles/KBDCZ.DLL,1
sample1402,417792,28,1024,461680,52,0,0,9,11,0,25536,1048576,samples/cleanfiles/winload.exe,1
sample1403,6896,28,1344,6800,82,0,6,9,3,6,1072,262144,samples/cleanfiles/KBDMACST.DLL,1
sample1404,0,0,1344,0,0,0,6,10,1,6,9128,262144,samples/cleanfiles/Wdfres.dll,1
sample1405,5632,28,320,399552,274,4096,6,9,5,6,530264,262144,samples/cleanfiles/gpedit.dll,1
sample1406,4176,28,320,562688,2073,791208,6,10,5,6,976,262144,samples/cleanfiles/d3d11ref.dll,1
sample1407,4288,28,320,11280,233,4096,6,9,4,6,1000,262144,samples/cleanfiles/wmsgapi.dll,1
sample1408,131072,28,1344,131104,57,0,6,9,4,6,1016,262144,samples/cleanfiles/apisetschema.dll,1
sample1409,146252,56,320,143808,189,4096,6,9,4,6,1088,262144,samples/cleanfiles/COLORCNV.DLL,1
sample141,95960,56,320,4704,2468,4096,6,9,5,6,1856,262144,samples/cleanfiles/odbccp32.dll,1
sample1410,0,0,1344,0,0,0,6,9,1,6,3960,262144,samples/cleanfiles/msidntld.dll,1
sample1411,4288,28,320,17344,566,4096,6,9,4,6,2656,262144,samples/cleanfiles/osbaseln.dll,1
sample1412,2954884,56,320,2933068,2939,4096,21315,9,6,6,15072,262144,samples/cleanfiles/mf.dll,1
sample1413,31200,56,320,6388,102,4096,6,9,4,6,1336,262144,samples/cleanfiles/usbmon.dll,1
sample1414,5056,28,320,174304,129,4096,6,9,4,6,1304,262144,samples/cleanfiles/pku2u.dll,1
sample1415,164520,56,320,14212,302,4096,6,9,4,6,968,262144,samples/cleanfiles/xmllite.dll,1
sample1416,4128,28,1344,9744,1757,4096,6,9,4,6,1032,262144,samples/cleanfiles/shunimpl.dll,1
sample1417,6736,28,1344,6656,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDUR.DLL,1
sample1418,4496,28,33088,0,0,4096,6,9,4,6,2072,262144,samples/cleanfiles/at.exe,1
sample1419,11028,56,320,4324,186,4096,6,9,4,6,1032,262144,samples/cleanfiles/rasadhlp.dll,1
sample142,302768,56,33088,0,0,4096,6,9,4,6,102152,262144,samples/cleanfiles/SearchIndexer.exe,1
sample1420,4400,28,33088,0,0,4096,6,9,4,6,2072,262144,samples/cleanfiles/PING.EXE,1
sample1421,4640,28,33088,185648,90,4096,6,9,4,6,2304,262144,samples/cleanfiles/WUDFHost.exe,1
sample1422,4768,28,320,74304,164,4096,1,9,4,6,1304,262144,samples/cleanfiles/iasacct.dll,1
sample1423,344960,28,448,1201568,56007,344064,500,10,5,4,1040,1048576,samples/cleanfiles/VBoxOGL.dll,1
sample1424,4608,28,320,50224,163,4096,6,9,4,6,2816,262144,samples/cleanfiles/dot3hc.dll,1
sample1425,4288,28,33088,0,0,4096,6,9,4,6,90864,262144,samples/cleanfiles/BdeUnlockWizard.exe,1
sample1426,4560,28,320,75168,241,4096,6,9,4,6,1272,262144,samples/cleanfiles/nci.dll,1
sample1427,17699352,56,16704,5243896,807,17866752,6,11,7,6,801032,262144,samples/cleanfiles/mshtml.dll,1
sample1428,267716,56,320,263764,163,4096,6,9,4,6,17112,262144,samples/cleanfiles/mswmdm.dll,1
sample1429,230664,56,320,9904,135,4096,6,9,5,6,59960,262144,samples/cleanfiles/Wpc.dll,1
sample143,4144,28,320,329248,1539,541272,6,10,5,6,984,262144,samples/cleanfiles/d3d10ref.dll,1
sample1430,4336,28,320,18832,165,4096,6,9,5,6,1064,262144,samples/cleanfiles/qmgrprxy.dll,1
sample1431,4992,28,320,346048,172,4096,6,9,5,6,1000,262144,samples/cleanfiles/StructuredQuery.dll,1
sample1432,4192,28,320,1161520,5699,1180596,6,10,6,6,1056,262144,samples/cleanfiles/WindowsCodecs.dll,1
sample1433,5312,28,33088,0,0,4096,6,9,4,6,2056,262144,samples/cleanfiles/tracerpt.exe,1
sample1434,0,0,1344,0,0,0,6,9,1,6,1296,262144,samples/cleanfiles/tzres.dll,1
sample1435,6976,28,320,2197072,224,4096,6,9,5,6,593544,262144,samples/cleanfiles/mstscax.dll,1
sample1436,7296,28,1344,7216,79,0,6,9,3,6,1016,262144,samples/cleanfiles/KBDFR.DLL,1
sample1437,4960,28,320,310768,106,4096,6,9,4,6,1376,262144,samples/cleanfiles/authfwcfg.dll,1
sample1438,759840,56,320,757652,189,4096,6,9,6,6,1096,262144,samples/cleanfiles/WMADMOE.DLL,1
sample1439,0,0,1344,0,0,0,6,9,1,6,1280,262144,samples/cleanfiles/netmsg.dll,1
sample144,7616,28,1344,7488,114,0,6,9,3,6,1064,262144,samples/cleanfiles/kbdibm02.dll,1
sample1440,5248,28,320,329152,164,4096,6,9,4,6,277520,262144,samples/cleanfiles/pmcsnap.dll,1
sample1441,5040,28,320,104896,218,4096,6,9,4,6,1408,262144,samples/cleanfiles/AuxiliaryDisplayServices.dll,1
sample1442,165760,56,320,6036,2322,4096,6,9,4,6,1352,262144,samples/cleanfiles/scecli.dll,1
sample1443,4832,28,320,232432,163,4096,6,9,4,6,58432,262144,samples/cleanfiles/iassdo.dll,1
sample1444,5600,28,320,104240,118,4096,6,9,4,6,9656,262144,samples/cleanfiles/fde.dll,1
